Unnamed: 0,Total Publication,Total Citation,Total Years,Cite/Year,Cite/Paper,h index,g index,h(2) index,w index,h core citation,m index,f index,t index,tappered_h_index,Maxprod,wu index,pi index,weighted h index,woginger_index,Gh_index,Rm index,X index,h2upper_index,h2 center_index,h2 lower_index,k dash index,i10 index,normalized_h_index,platinium_h_index,m_qoutient_index,HI_index,AW_index,Ar index,V index,hm_index,hf index,gf index,gF index,hi index,h_m_index,k norm index,w norm index,gm index,A index,R index,P index,q2 index,e index,hg_index,pure h index,fractional g index,fractional h index,AWCR,Author/paper,cites/author,paper/author,k index,h dash index,hl norm,hc index,ha index,hi index s,Rational h index,Real h index
m index,0.7050098948690018,0.9385884456986812,0.4679975388230748,0.9017234557358522,0.3161916973114511,0.8616339795704184,0.8571840404988896,0.933411106454414,0.9443392112865746,0.9476692398251982,1.0,0.8528449433701698,0.8631239044274743,0.8320470614688816,0.9509230636207424,0.795329188718742,0.9389910403802773,0.9501842142920937,0.7877698580196846,0.8558267290105555,0.9267902053908836,0.6091167375112385,0.3512617267995484,0.242265225556138,0.0853584910030283,0.2683231316760699,0.8353745576529487,0.1630618346497166,0.8630400222179244,0.5699163045368976,0.8292237586257849,0.9385879206968863,0.9414502519278932,0.7497000283537022,0.8157684260498035,0.8921549943376685,0.8768360571058643,0.7050098948690018,0.8298936999766492,0.8120704089240074,0.9022395391525566,0.9011969534887756,0.7070830106037272,0.9600987591845132,0.9476692398251982,0.9222084193993044,0.959492741886823,0.9546762205267856,0.8629070779001586,0.8533760101581958,0.8910342740913008,0.8785458769015719,0.9161115902964128,0.280982168284942,0.9261967328293208,0.6571170030267143,0.6246775512386163,0.9538415736553644,0.8940148014547246,0.9041417630078408,0.9206003976642628,0.8299162879701655,0.8513776569088488,0.5809350327193342
f index,0.92165835678751,0.9583506871678344,0.5713617624978355,0.8701193574665163,0.0200262108118815,0.9957197061759314,0.9843694209887888,0.964225550031926,0.961440801352316,0.9478711532823776,0.8528449433701698,1.0,0.996529232680354,0.9939161816058636,0.9374318022167504,0.9807586042609748,0.935996959820491,0.943842100681009,0.6822032883881538,0.9951332358545067,0.976882897912237,0.768905516987076,0.0092469252300006,0.0676364788893784,0.2129473060429808,0.5751777130726164,0.9882762183393168,0.0802324382926976,0.7659923031009017,0.6070470634234088,0.9688579479685974,0.9583514634135604,0.9160467950817142,0.850691737430458,0.9768290743880896,0.9790862591432538,0.9529419338369346,0.92165835678751,0.9628394460052304,0.9765020096648954,0.9778029394799462,0.9789874516680066,0.9221362042433068,0.8394153406926457,0.9478711532823776,0.7515466463827741,0.9566634633396816,0.9275385273359532,0.994807060300237,0.9880622168603412,0.9586841093599668,0.9760895647489588,0.9411906219947028,0.2598923673859236,0.9494614398577328,0.8717788630123172,0.5320956795484716,0.9274287195365244,0.9779406383017836,0.9611453357284409,0.9245456359679296,0.962846207075048,0.9830139523174548,0.8252620895309012
t index,0.9229857770378836,0.9640607827095892,0.5789935431357123,0.8738935356723094,0.0041821165221842,0.9950724301873424,0.9919107003390532,0.96778363578098,0.9654530770981328,0.9546021440438788,0.8631239044274743,0.996529232680354,1.0,0.9938035380180578,0.9444096489824232,0.982199533711498,0.9453655782929232,0.951060060625384,0.692982121352873,0.9937827738481524,0.9800827666523704,0.7546472952865139,0.0158528582594403,0.0442044534400793,0.2074357957575312,0.5729165816330117,0.9878042857511692,0.0787610663723235,0.7698866657595016,0.6020670765663617,0.970636581101986,0.9640611430665964,0.924451052252537,0.8466403257070979,0.9788096446471354,0.9812239756806644,0.9628257838158218,0.9229857770378836,0.9648599461930482,0.977311992812858,0.9806543753023854,0.9816863120196196,0.9239225548009694,0.8538584791645978,0.9546021440438788,0.763289843179615,0.9604648698116448,0.9362228758756966,0.9983517099741744,0.9887124578117245,0.9684012434873014,0.9774238151493012,0.945443679012934,0.2515982494514829,0.956256089252504,0.8757375469073665,0.5647566186547623,0.934160707883938,0.980165184800502,0.9624076037176884,0.9287944766405324,0.964864736613553,0.9845024316727412,0.8290907494146755
tappered_h_index,0.9430838983613672,0.9505227178502,0.5850769847009566,0.8558203165406952,0.065130048901408,0.994295520401576,0.980313540045234,0.9520580641758976,0.9472050261289244,0.9355941002258004,0.8320470614688816,0.9939161816058636,0.9938035380180578,1.0,0.9258079849077152,0.9939495542212218,0.9250122033143374,0.9309514201881148,0.6389744229599403,0.993796976968201,0.9687154221644064,0.7858359237871607,0.0572169963194089,0.1008091299993743,0.2640042937339536,0.6267354601819403,0.9933265575207472,0.1188958023393317,0.7400749964779901,0.598386483467487,0.9689244691232632,0.9505230747374104,0.902464535886138,0.8428278798477598,0.9821092361528566,0.9723504406179564,0.9429059283671796,0.9430838983613672,0.9622967366479752,0.9801977262787696,0.9706055159032048,0.9723892607277786,0.9439622400688542,0.8186713120465275,0.9355941002258004,0.719443610223608,0.9453994624754306,0.9116845423329416,0.99201477751415,0.9869324253442888,0.9482199352273398,0.971294187667728,0.9341068049755834,0.2560352615317055,0.9425488952870088,0.8942684825015277,0.4969251496454187,0.9119095023836424,0.9715424466907452,0.9513045754835452,0.9109868332260486,0.962302513242934,0.980329220418752,0.8423283907755355
Maxprod,0.8163579003510535,0.9953167191424472,0.5269648187512785,0.9344315285115636,0.2019395816615015,0.9453935362825548,0.9416804812880122,0.9777956488149772,0.9799454731906602,0.9970084094104996,0.9509230636207424,0.9374318022167504,0.9444096489824232,0.9258079849077152,1.0,0.8975704321537965,0.9919306327555362,0.997511556297106,0.7731840504974521,0.9412790762956548,0.9855864124391605,0.6545273363334647,0.2305048801259909,0.1463563230407432,0.0199654262018304,0.3914632942849683,0.9238255079179042,0.0698299373259643,0.8651304900294191,0.6026217607256619,0.9159366387669629,0.9953168583970738,0.98355386674813,0.8178666100519063,0.911180435871973,0.9578286260057286,0.9475341552760708,0.8163579003510535,0.916340955988582,0.9086092308156588,0.9642250420515204,0.964271976498912,0.817766349877464,0.9668225837265488,0.9970084094104996,0.9004875843650472,0.9845782264980236,0.9941933968783452,0.94787372681016,0.9391376844614308,0.9586583814786844,0.9499443853545486,0.9728117716005372,0.2718029328724466,0.9841709257313188,0.7687834764256567,0.623597551514624,0.99427915756286,0.9589056605190066,0.9543723135318124,0.9530901819691752,0.916358207186026,0.924232440756132,0.6947971457950295
wu index,0.964018156959779,0.9269446275181086,0.6061705153008992,0.8202605588878186,0.1397187817360108,0.9781622463535244,0.9717465327798716,0.9237686573138648,0.917893568919022,0.9075545261338464,0.795329188718742,0.9807586042609748,0.982199533711498,0.9939495542212218,0.8975704321537965,1.0,0.9013363529766109,0.9025117263869572,0.5785324392139806,0.9789022677478152,0.9444025362096616,0.7812339496244433,0.1127083390560816,0.1211632912448612,0.3333261982978052,0.6847845292860122,0.9879087300830808,0.1943375627187799,0.687271723678231,0.5621883435795575,0.9583133160765156,0.9269451005234932,0.8736472762752325,0.814712631055458,0.9777771475036772,0.9519265509596816,0.9268197401800295,0.964018156959779,0.949840586254328,0.9758648854635638,0.9490255711225686,0.951356564046846,0.9645549501972308,0.7833857254170927,0.9075545261338464,0.6647624938502382,0.9172935644263552,0.8808912081721492,0.979611270652904,0.9724755730432788,0.9302114764633932,0.952152854128844,0.9099648671444116,0.2337357563461977,0.9216666689476468,0.9211046404413918,0.4635495647330608,0.8789897046155144,0.9507376113854624,0.9255179030681658,0.8816880211511953,0.9498437975630504,0.9663530789896612,0.8627934169579702
pi index,0.8351385695492777,0.9937982583811104,0.5547083354594367,0.9201889069543614,0.1673958635472003,0.9408627696670552,0.9496903811984276,0.974088462824288,0.9750331206206606,0.9954811622378652,0.9389910403802773,0.935996959820491,0.9453655782929232,0.9250122033143374,0.9919306327555362,0.9013363529766109,1.0,0.995679630059893,0.7518863434458603,0.9369220686300834,0.9813079967551708,0.6202086472156525,0.2438671002350553,0.1785222896869944,0.0582486691912706,0.4025464838065427,0.9226490934769594,0.0210875242099677,0.8375337777787495,0.5724566530825819,0.9200734018066148,0.99379825848201,0.9863242474735808,0.7995117214207459,0.9141856715247664,0.9560386139870138,0.9575991362636378,0.8351385695492777,0.9179318432491004,0.9117053767288928,0.9623059008096936,0.9622570946061616,0.8364375952235864,0.9684712639191774,0.9954811622378652,0.8791042529142435,0.9760900813778152,0.9953641792632208,0.9497431715689016,0.937643611107422,0.9668672805418046,0.9469585162715088,0.9685885842092355,0.2380941292287787,0.9866333705196018,0.796745430351123,0.6313497843410819,0.9925302612235292,0.9568605173888016,0.9466490852837828,0.9482679804886834,0.9179475000276676,0.9201998016809472,0.7039522591564809
weighted h index,0.8223879272462294,0.9971585055392598,0.5337715725749264,0.933034267644292,0.1960865454904254,0.951007138169451,0.9494428031716948,0.9839795878841548,0.98528395535091,0.9996217528591016,0.9501842142920937,0.943842100681009,0.951060060625384,0.9309514201881148,0.997511556297106,0.9025117263869572,0.995679630059893,1.0,0.7798799997203584,0.946615315325482,0.9895297093248192,0.6519189499763678,0.2346117011030032,0.1462180090478865,0.026802620047176,0.3927999673402017,0.927815272125922,0.0656606307703269,0.8624518768111104,0.6023544177425266,0.9239866280989338,0.99715844593768,0.9866286511402218,0.8211801582540058,0.917340143790376,0.9642460784207968,0.9556313983845456,0.8223879272462294,0.9234421484810104,0.9148219010639012,0.970344350844785,0.9702354810659922,0.823829840407094,0.9662714233359072,0.9996217528591016,0.8968159976812876,0.9873880079671578,0.997471804857508,0.9546283903047078,0.945572808459124,0.9662961258087216,0.9556440906752018,0.974209868062684,0.2621320582014157,0.9871822140181076,0.7768084082885928,0.6288197696746723,0.9970000091394068,0.965245834625411,0.9589580958938444,0.957618982043548,0.9234592074480352,0.9293306144665132,0.7010000987771374
woginger_index,0.4058749621118617,0.7504246933619773,0.2295807729257151,0.7809484474266901,0.6064338279526642,0.6941400626612961,0.6944318314869351,0.7737415949044485,0.7796313569149691,0.77757564341639,0.7877698580196846,0.6822032883881538,0.692982121352873,0.6389744229599403,0.7731840504974521,0.5785324392139806,0.7518863434458603,0.7798799997203584,1.0,0.6851305137797121,0.7518332689787687,0.4228530260226493,0.4581680488779346,0.1876483993668608,0.4093535481916149,0.0163616361585179,0.6270832328931524,0.5132591623198294,0.8552625797363141,0.6033352301656767,0.6633692152375846,0.7504239818300407,0.7744657421899749,0.6948710156482985,0.6436648482236715,0.732633194736523,0.7409279399757952,0.4058749621118617,0.6817744229122191,0.6400022287567981,0.7404688944345476,0.7367638259783217,0.4085084234603332,0.7978151528116363,0.77757564341639,0.8987759919314343,0.7641618214074495,0.7942978382108979,0.6974488253587604,0.6936240399277951,0.7507265461361673,0.7219548797013502,0.7326092453943435,0.2549507140564467,0.7418735791696126,0.3547793392513606,0.738854234138633,0.7956057686855882,0.7339041665584392,0.739059948632329,0.7552717685569889,0.6817906405251962,0.677996368146087,0.4074130159265391
Gh_index,0.9152217096769336,0.9615078795694127,0.5674834677893877,0.8740339954092005,0.0134533949947021,0.9976585960122346,0.9784246399440386,0.9676939789437764,0.9635871855927316,0.9508949966539282,0.8558267290105555,0.9951332358545067,0.9937827738481524,0.993796976968201,0.9412790762956548,0.9789022677478152,0.9369220686300834,0.946615315325482,0.6851305137797121,1.0,0.980025973868718,0.7802682822406819,0.018955633944606,0.0730670527721154,0.2047507940890374,0.570084204832078,0.9853408276588268,0.0699475771138865,0.7727900763372881,0.6102507623692963,0.9686226897230517,0.9615088040873502,0.918987078440894,0.8555471289766116,0.975995275488835,0.9814200271969596,0.9490533202069455,0.9152217096769336,0.9640694880498608,0.9760934649917146,0.9799211070577548,0.9813561159574498,0.9154274020054362,0.8417767885982927,0.9508949966539282,0.7582843654032194,0.9605700097332182,0.9299393448799564,0.9927079287253346,0.9895773069613056,0.9557356863080488,0.9780828114777604,0.9449155782732512,0.2661491429986025,0.9518388017280376,0.8636252776061368,0.5221982159757329,0.931729327345859,0.9805601766711158,0.9639753807615138,0.9274533205487896,0.964077844278606,0.9817652222644556,0.8191047569725844
Rm index,0.8684024937520036,0.9947265294116808,0.5499594766832457,0.9215530153159356,0.1158422202249388,0.9834929993367184,0.9704025814560608,0.9924873170757204,0.9912128145950376,0.991501263978759,0.9267902053908836,0.976882897912237,0.9800827666523704,0.9687154221644064,0.9855864124391605,0.9444025362096616,0.9813079967551708,0.9895297093248192,0.7518332689787687,0.980025973868718,1.0,0.7252335953565673,0.1300830511676386,0.0447175159458685,0.0992318540132615,0.4683960117387027,0.9639467536154438,0.0222520491916694,0.8393362693056468,0.6202064085011596,0.9531230809621256,0.9947267626658782,0.9696784480404672,0.8484734694355882,0.9513227936820308,0.9841270360326198,0.9607517751709028,0.8684024937520036,0.9507825778145848,0.949098535463936,0.9874366093393494,0.987917130659704,0.8696439298918597,0.9230506367173208,0.991501263978759,0.8499364852451206,0.992625594630117,0.9806819187939742,0.981485894038394,0.9757422454441677,0.970159062579527,0.9777332385379148,0.9748205622517916,0.2736111508827503,0.9839050820720334,0.8177464773295494,0.5797862221028279,0.981969917554784,0.9846994212619208,0.9757795132259368,0.9593981926069062,0.9507973894206584,0.9616370572621776,0.7520537301680131
X index,0.7389422942245214,0.682379269028576,0.4084400549294919,0.6213824072099318,0.1572861058569412,0.7786127133281022,0.7041025754218675,0.7147273490159808,0.7048918164963405,0.657661110138631,0.6091167375112385,0.768905516987076,0.7546472952865139,0.7858359237871607,0.6545273363334647,0.7812339496244433,0.6202086472156525,0.6519189499763678,0.4228530260226493,0.7802682822406819,0.7252335953565673,1.0,0.3097095596246016,0.3699862879047148,0.3140100787768549,0.6071322385374457,0.7749975218450311,0.083878006333319,0.5343221824956629,0.5134797357687805,0.7297382359200644,0.6823791399427408,0.6101817023704617,0.6979997226815372,0.7478441073341172,0.7344896196219675,0.6413703869603169,0.7389422942245214,0.723806364695621,0.7461623738406546,0.7272395525185467,0.7307715768688645,0.7387751622044908,0.5049730424855262,0.657661110138631,0.462662930726881,0.7214976239291446,0.6164152329769658,0.7438279619919193,0.7578764603969783,0.6499748883685126,0.7399250114777004,0.6859631539287356,0.32803633409125,0.6640963759182257,0.6702763676902214,0.202551757039759,0.6264164065090156,0.7338654421036923,0.7339680914712385,0.6754018857601592,0.7238209540780804,0.7580361860196925,0.6536616070824403
h2upper_index,0.1781616689185237,0.1777031737586542,0.0174543040203285,0.2519206515097867,0.7656432795987421,0.0005809197700685,0.0601595410040326,0.1641496374092698,0.1840153075189261,0.2243773727591157,0.3512617267995484,0.0092469252300006,0.0158528582594403,0.0572169963194089,0.2305048801259909,0.1127083390560816,0.2438671002350553,0.2346117011030032,0.4581680488779346,0.018955633944606,0.1300830511676386,0.3097095596246016,1.0,0.6792376058911465,0.49534601297755,0.5058542186634841,0.0466352606952702,0.5060803754661283,0.3664447590345673,0.0769714880149551,0.006388612543773,0.1777033118573494,0.2757431880367326,0.0536506335361975,0.044901597511231,0.085697870480793,0.1648799525750183,0.1781616689185237,0.015417191384637,0.0570218002243488,0.1089905221994402,0.1017357477252105,0.1725914865610367,0.4222902074246262,0.2243773727591157,0.5055967399381563,0.1715218901865351,0.2832804894852456,0.030651980133788,0.0078493906039648,0.1733069191234404,0.0668329730351443,0.1612642061625868,0.0115262736042433,0.1804006670534389,0.1649504907375008,0.5175132045134352,0.2766212301413622,0.0904319346307947,0.1156895088412905,0.1916511281709068,0.0154343440459991,0.006451913813476,0.2618647800894297
